text,label
none of my business nigga if you get that i m living with you lol and i m stealing one of them bitches and k,0
got a lil bitch from the,1
well ho di doe thank you,1
kanyes verse on i won is making hoes feel like trophies for real,1
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,0
if a bitch bit my dick i d probably beat the shit out of her,1
they say our state bird is rare i literally see one at least once a day,2
cant handle this bitch and her elbow fat,1
ima call you of a different number cuz moms still on sum hoe shit,1
what if i was on my ass that mean she get half of my cash man that bitch can kiss my ass,1
it amazes me how niggas can fuck w every bitch but when a nigga try to talk to his bitch he wanna cry about it i need answers,1
aint shit without my scale bitch i live that bag life,1
naw really bitch i mean yo address,1
trash af,2
i just might buy myself an a rod jersey newyork yankees mlb,2
that hoe over there,1
finally back behind the sticks visit me bitches vbar stmarksplace eastvillage nyc richmahogany,1
pussy nigga it s the same term,1
dad bought me a brownie shake lovehim,2
skin diamond really was the last champion for ebony porn everything else is kinda trash now,2
if pussy lips could talk ill go down there like it s whispering,1
no you threatened us bitch don t try to make it what it s not,1
the devils been sending his workers to get at me lately pussy fuck boy try harder can t let em throw me off my ssss,1
bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day,1
nope just ordered domino s am i trash,2
you re a pussy shut up,1
why is my mother bothering me about the trash it s my day off leave me alone and stop nagging,2
my dawg told me it s a must i be this saturday rockin that bitch wit tha,1
uhh messi trash and im flattered but what was the games scorre,2
and i aint neva gave a fucc about a bitch boy,1
i never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha,1
i hate those kids in your class that are always complaining and just being a bitch douche to the teacher,1
this pic is trash d ck is dry af,1
floyd mayweather stay with a badd bitch lol,1
don t touch me bitch i m famous,1
wulf bitch thank you,1
jealous bitches be like don t subtweet me hoe,1
you bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war sick idiot,1
girl you know i was spitting that g shit to you you was going lbvs bitch plz,1
someone at the building next door is taunting me by having a grill going at i think i d cut a bitch for a sausage,1
maddie karissa ireland cierra and i have gotten so close i d kill a bitch for them tbh,1
bitches will give their pussy to the whole community but wont give a nigga a piece of gum,1
lana it ain t nuttin ta fuck that bitch dawg frohorsemen,1
this bitch just texted me out the blue bout want see her butt,1
iheinz stfu she thinks your ugly and hard to look at get the fuck out of chat faggot before i block you oct th am,1
bitches dont wann fxck me no more bitches wanna fxck all my bitches,1
a nicca ain t do shit all day,1
shut up faggot,1
list of bitches who want my dick,1
chink eyed,0
twitter has a bird as its logo that s why when you join you re an egg and your home button is a birdhouse why am i,2
weekend is here what an amazing week this has been let s use this extended weekend to celebrate our successes my fellow queer folk,2
wtf i dmd you bitch,1
with yo twatching ass bitch,1
yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa yellow pad,2
yes ugly bitch with the shitty platinum blonde skunk hair you did take cuts,1
the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,0
not looking for love one day it ll find me until then keep fuckin dese hoes yolo i ain,1
cause they ain t her i aint eem watchin the awards yet but why hoes hatin on kim k,1
when you eat food that s too hot and start breathing like a retarded dragon,2
burnnotice fi shoots bean bag rounds at the guy hurts like a bitch don t they,1
porn android iphone ipad sex xxx japanese young japanese girl s hairy cunt creampied,1
bout to beat this case like a pussy nigga,1
kill the coons,0
fine cheapwine com so who used my email address for this chat line all these bitches hittin me up,1
what the fuck was wrong with me thinking i can wife this hoe,1
gov rick scott kicks charlie crist s ass,1
friends don t let friends become guidos themoreyouknow,2
building a dresser really makes me crave an ice cold glass of pussy am i right dudes,1
fake ass people that s why i don t have no respect for em frontin ass bitches too,1
i hate ah dirty house foul living bitches it s a lot of them out there,1
yall act like your pussy did something magical because a nigga suddenly didn t pull out naw he just didn t pull out,1
e motor and tranny i have a triton motor and transmission with miles that came off a e,2
if she dont appreciate that and say yes the bitch aint real,1
i got a missed call from yo bitch,1
y all dumb bitches out here fucking up,1
nah bitch u addicted to spazzin fasho fuc molly tht shit happend time and lean scarce so stfu hoe ass go spazz on sum thot,1
i m assuming she got a cup on her pussy got a bicep b wtf,1
i titty wrecked ya bitch,1
how i eat the pussy,1
lol my bad i forgot that hoe made ya sad,1
dude fuck you faggot it s friday or no go bitch i set the standards you make or break them bitch,1
really thou im looking like hulk hogan in this bitch,1
sun follow me you bitch you can t do shit so stfu faggot,1
there is nothing wrong with ariana grande just cause she don t look like hoe y all gotta a probl,1
your talking to every hick in san antonio i ride with a big in the console,1
even these pretty bitches mad self conscious if that instagram pic don t get enuff love it gets takendown,1
i could write a book on the things hoes say no way jose,1
im so fucking done with i fucking hate you guys and your insurance policy is trash and omg square the fuck up,1
wow i swear i m gonna cunt punch you,1
you like them bitch niggas,0
wtf show me the hoe facts,1
you don t want to play cs go you re a bitch no i won t play fucking league of legends that game is shit i,1
niggas be in that pussy like,1
im married to a retard must be why we re so good together nigga hunching me in his sleep,1
yall still getting y all face beat igggggy you still taking pics with a face full of pussy nut dawg yoi a slut,1
lmao this bitch come scooting in the tent like she about to fuck some shit up,1
lil wayne has fucked every bad bitch in the game,1
when a bitch twerking on you in the club and you peep the change in her pocket,1
hell yea save money like a hoe,1
bitch stfu and get off my page,1
walking down the st and this girl with a guy past me and the girl says i m bout to turn dyke for her ctfuu classic,1
when a niggah think he gon come in between me and my bestf i ll fuck you and her up,1
a real man gonna keep it real with his bitches lmaooooo shut up i m not tellin u about other women mind ur business,1
what s this chinks email i m moving to china and slicing his throat,0
i wish people could just be straight up with me don t be a fake bitch to me because i m not a fake bitch to you or anyone actually,1
what a broke niggah gone tell her,1
they say crazy girls got the best pussy,1
you niggas talking to these females trying to get some pussy but dont realize you re only boosting their ego and getting curved,1
put the redskins in your starting lineup instead of the dolphins it ll be fun they said,2
let a bitch say i got a small dick on god i ll whip that shit out and show everyone in the room what i got blessed,1
